micnum,ccode1,ccode2,year,dyfatalmin1,dyfatalmax1,dyfatalmin2,dyfatalmax2,dyhiact1,dyhiact2,dyhostlev1,dyhostlev2,numevents,version
51,710,560,1950,500,1000,0,0,22,22,5,5,2,mic-tdd-1.01
51,710,560,1951,0,0,24,24,22,22,5,5,21,mic-tdd-1.01
51,710,560,1952,0,0,10,10,22,22,5,5,10,mic-tdd-1.01
51,710,560,1953,0,0,0,0,22,22,5,5,0,mic-tdd-1.01
51,710,640,1950,240,575,225,350,22,22,5,5,3,mic-tdd-1.01
51,710,640,1951,1191,2000,230,420,22,22,5,5,6,mic-tdd-1.01
51,710,640,1952,1,50,1,50,22,22,5,5,0,mic-tdd-1.01
51,710,640,1953,1202,1560,102,170,22,22,5,5,2,mic-tdd-1.01
51,731,640,1950,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
51,731,640,1951,1,100,50,100,22,22,5,5,1,mic-tdd-1.01
51,732,710,1950,41180,53040,123950,246500,22,22,5,5,4,mic-tdd-1.01
51,732,710,1951,52,210,802,2150,22,22,5,5,3,mic-tdd-1.01
51,732,710,1952,502,620,1602,8070,22,22,5,5,3,mic-tdd-1.01
51,732,710,1953,2611,2725,7002,8150,22,22,5,5,3,mic-tdd-1.01
51,800,710,1950,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
51,800,710,1951,9,46,117,215,22,22,5,5,5,mic-tdd-1.01
51,800,710,1952,13,18,70,95,22,22,5,5,2,mic-tdd-1.01
51,800,710,1953,35,70,101,550,22,22,5,5,2,mic-tdd-1.01
51,840,710,1950,1,10,5,50,0,16,1,4,1,mic-tdd-1.01
51,840,710,1951,30,44,502,900,22,22,5,5,3,mic-tdd-1.01
51,840,710,1952,25,25,1300,1600,22,22,5,5,2,mic-tdd-1.01
51,840,710,1953,30,75,50,100,22,22,5,5,1,mic-tdd-1.01
51,900,710,1950,31,31,9,105,22,22,5,5,9,mic-tdd-1.01
51,900,710,1951,577,827,339,652,22,22,5,5,34,mic-tdd-1.01
51,900,710,1952,107,107,66,675,22,22,5,5,66,mic-tdd-1.01
51,900,710,1953,74,74,42,420,22,22,5,5,42,mic-tdd-1.01
51,920,710,1951,13,13,14,350,22,22,5,5,14,mic-tdd-1.01
51,920,710,1952,8,8,8,80,22,22,5,5,8,mic-tdd-1.01
51,920,710,1953,10,10,10,100,22,22,5,5,10,mic-tdd-1.01
51,732,731,1950,64457,95401,138581,247601,22,22,5,5,14,mic-tdd-1.01
51,732,731,1951,121,425,4001,5100,22,22,5,5,2,mic-tdd-1.01
51,732,731,1952,900,1100,4300,8000,22,22,5,5,1,mic-tdd-1.01
51,732,731,1953,1,10,1,10,22,22,5,5,1,mic-tdd-1.01
51,800,731,1950,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
51,840,731,1950,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
51,840,731,1951,1,10,1,100,22,22,5,5,1,mic-tdd-1.01
51,900,731,1950,13,13,106,210,22,22,5,5,7,mic-tdd-1.01
51,920,731,1950,1,1,1,25,22,22,5,5,1,mic-tdd-1.01
51,920,731,1951,3,3,3,150,22,22,5,5,3,mic-tdd-1.01
53,2,710,1956,16,16,0,0,7,16,3,4,2,mic-tdd-1.01
53,710,2,1956,0,0,16,16,16,7,4,3,2,mic-tdd-1.01
55,325,350,1923,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
55,350,325,1923,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
56,200,350,1897,0,0,0,0,16,0,4,1,5,mic-tdd-1.01
56,200,640,1897,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
56,220,350,1897,0,0,0,0,16,0,4,1,4,mic-tdd-1.01
56,220,640,1897,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
56,255,350,1897,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
56,255,640,1897,0,0,0,0,16,0,4,1,2,mic-tdd-1.01
56,300,350,1897,0,0,0,0,16,0,4,1,5,mic-tdd-1.01
56,300,640,1897,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
56,325,350,1897,0,0,0,0,16,0,4,1,4,mic-tdd-1.01
56,325,640,1897,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
56,350,365,1897,0,0,0,0,0,16,1,4,4,mic-tdd-1.01
56,365,640,1897,0,0,0,0,16,0,4,1,3,mic-tdd-1.01
56,350,200,1897,0,0,0,0,0,16,1,4,5,mic-tdd-1.01
56,640,200,1897,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
56,350,220,1897,0,0,0,0,0,16,1,4,4,mic-tdd-1.01
56,640,220,1897,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
56,350,255,1897,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
56,640,255,1897,0,0,0,0,0,16,1,4,2,mic-tdd-1.01
56,350,300,1897,0,0,0,0,0,16,1,4,5,mic-tdd-1.01
56,640,300,1897,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
56,350,325,1897,0,0,0,0,0,16,1,4,4,mic-tdd-1.01
56,640,325,1897,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
56,365,350,1897,0,0,0,0,16,0,4,1,4,mic-tdd-1.01
56,640,365,1897,0,0,0,0,0,16,1,4,3,mic-tdd-1.01
57,200,365,1853,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
57,200,365,1854,1835,2027,4996,5955,22,22,5,5,6,mic-tdd-1.01
57,200,365,1855,2711,3009,3074,4375,22,22,5,5,6,mic-tdd-1.01
57,220,365,1853,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
57,220,365,1854,4114,4737,7102,8509,22,22,5,5,6,mic-tdd-1.01
57,220,365,1855,14270,16622,18768,22171,22,22,5,5,7,mic-tdd-1.01
57,300,365,1854,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
57,300,365,1855,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
57,325,365,1855,20,50,40,90,22,22,5,5,3,mic-tdd-1.01
57,365,640,1853,1035,1290,3850,4725,22,22,5,5,6,mic-tdd-1.01
57,365,640,1854,13000,17092,7387,9585,22,22,5,5,8,mic-tdd-1.01
57,365,640,1855,12955,16528,8453,11015,22,22,5,5,3,mic-tdd-1.01
57,365,200,1853,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
57,365,200,1854,4996,5955,1835,2027,22,22,5,5,6,mic-tdd-1.01
57,365,200,1855,3074,4375,2711,3009,22,22,5,5,6,mic-tdd-1.01
57,365,220,1853,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
57,365,220,1854,7102,8509,4114,4737,22,22,5,5,6,mic-tdd-1.01
57,365,220,1855,18768,22171,14270,16622,22,22,5,5,7,mic-tdd-1.01
57,365,300,1854,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
57,365,300,1855,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
57,365,325,1855,40,90,20,50,22,22,5,5,3,mic-tdd-1.01
57,640,365,1853,3850,4725,1035,1290,22,22,5,5,6,mic-tdd-1.01
57,640,365,1854,7387,9585,13000,17092,22,22,5,5,8,mic-tdd-1.01
57,640,365,1855,8453,11015,12955,16528,22,22,5,5,3,mic-tdd-1.01
61,2,40,1962,0,0,0,0,13,16,4,4,35,mic-tdd-1.01
61,2,365,1962,0,0,0,0,13,16,4,4,6,mic-tdd-1.01
61,40,2,1962,0,0,0,0,16,13,4,4,35,mic-tdd-1.01
61,365,2,1962,0,0,0,0,16,13,4,4,6,mic-tdd-1.01
64,365,640,1826,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
64,640,365,1826,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
67,255,315,1934,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
67,255,325,1934,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
67,255,345,1934,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
67,315,255,1934,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
67,325,255,1934,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
67,345,255,1934,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
68,2,220,1900,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
68,42,220,1900,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
68,220,2,1900,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
68,220,42,1900,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
69,2,42,1914,0,0,0,0,16,0,4,1,8,mic-tdd-1.01
69,2,42,1915,0,0,0,0,1,0,2,1,4,mic-tdd-1.01
69,2,42,1916,8,8,32,32,16,16,4,4,10,mic-tdd-1.01
69,42,2,1914,0,0,0,0,0,16,1,4,8,mic-tdd-1.01
69,42,2,1915,0,0,0,0,0,1,1,2,4,mic-tdd-1.01
69,42,2,1916,32,32,8,8,16,16,4,4,10,mic-tdd-1.01
71,200,350,1850,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
71,350,200,1850,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
77,200,220,1898,0,0,0,0,7,14,3,4,3,mic-tdd-1.01
77,220,200,1898,0,0,0,0,14,7,4,3,3,mic-tdd-1.01
78,300,327,1847,0,0,0,0,14,0,4,1,3,mic-tdd-1.01
78,327,300,1847,0,0,0,0,0,14,1,4,3,mic-tdd-1.01
86,220,600,1907,0,0,0,0,16,0,4,1,6,mic-tdd-1.01
86,220,600,1908,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
86,230,600,1907,0,0,0,0,14,0,4,1,0,mic-tdd-1.01
86,230,600,1908,0,0,0,0,14,0,4,1,2,mic-tdd-1.01
86,600,220,1907,0,0,0,0,0,16,1,4,6,mic-tdd-1.01
86,600,220,1908,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
86,600,230,1907,0,0,0,0,0,14,1,4,0,mic-tdd-1.01
86,600,230,1908,0,0,0,0,0,14,1,4,2,mic-tdd-1.01
88,220,245,1870,6869,7923,4681,5098,22,22,5,5,14,mic-tdd-1.01
88,220,245,1871,17,27,11,22,22,22,5,5,0,mic-tdd-1.01
88,220,255,1870,27579,33937,24035,28372,22,22,5,5,49,mic-tdd-1.01
88,220,255,1871,5747,7528,2767,3803,22,22,5,5,8,mic-tdd-1.01
88,220,267,1870,828,1259,410,844,22,22,5,5,10,mic-tdd-1.01
88,220,267,1871,72,136,46,91,22,22,5,5,1,mic-tdd-1.01
88,220,271,1870,714,1039,395,719,22,22,5,5,6,mic-tdd-1.01
88,220,271,1871,22,36,16,31,22,22,5,5,0,mic-tdd-1.01
88,245,220,1870,4681,5098,6869,7923,22,22,5,5,14,mic-tdd-1.01
88,245,220,1871,11,22,17,27,22,22,5,5,0,mic-tdd-1.01
88,255,220,1870,24035,28372,27579,33937,22,22,5,5,49,mic-tdd-1.01
88,255,220,1871,2767,3803,5747,7528,22,22,5,5,8,mic-tdd-1.01
88,267,220,1870,410,844,828,1259,22,22,5,5,10,mic-tdd-1.01
88,267,220,1871,46,91,72,136,22,22,5,5,1,mic-tdd-1.01
88,271,220,1870,395,719,714,1039,22,22,5,5,6,mic-tdd-1.01
88,271,220,1871,16,31,22,36,22,22,5,5,0,mic-tdd-1.01
89,220,230,1822,0,0,0,0,11,0,3,1,1,mic-tdd-1.01
89,220,230,1823,30,35,140,160,22,22,5,5,11,mic-tdd-1.01
89,230,220,1822,0,0,0,0,0,11,1,3,1,mic-tdd-1.01
89,230,220,1823,140,160,30,35,22,22,5,5,11,mic-tdd-1.01
91,220,640,1887,0,0,0,0,4,0,2,1,1,mic-tdd-1.01
91,365,640,1887,0,0,0,0,4,0,2,1,1,mic-tdd-1.01
91,640,220,1887,0,0,0,0,0,4,1,2,1,mic-tdd-1.01
91,640,365,1887,0,0,0,0,0,4,1,2,1,mic-tdd-1.01
92,220,481,1964,2,2,25,25,17,17,4,4,2,mic-tdd-1.01
92,481,220,1964,25,25,2,2,17,17,4,4,2,mic-tdd-1.01
95,41,255,1909,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
95,255,41,1909,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
96,200,350,1886,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
96,255,350,1886,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
96,300,350,1886,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
96,325,350,1886,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
96,350,365,1886,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
96,350,200,1886,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
96,350,255,1886,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
96,350,300,1886,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
96,350,325,1886,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
96,365,350,1886,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
100,2,41,1914,0,0,0,0,15,0,4,1,2,mic-tdd-1.01
100,2,41,1915,0,0,0,0,16,0,4,1,4,mic-tdd-1.01
100,41,2,1914,0,0,0,0,0,15,1,4,2,mic-tdd-1.01
100,41,2,1915,0,0,0,0,0,16,1,4,4,mic-tdd-1.01
104,365,710,1880,0,0,0,0,7,11,3,3,4,mic-tdd-1.01
104,710,365,1880,0,0,0,0,11,7,3,3,4,mic-tdd-1.01
106,220,740,1895,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
106,255,740,1895,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
106,365,740,1895,0,0,0,0,7,0,3,1,3,mic-tdd-1.01
106,740,220,1895,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
106,740,255,1895,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
106,740,365,1895,0,0,0,0,0,7,1,3,3,mic-tdd-1.01
108,325,339,1939,251,400,140,180,22,22,5,5,4,mic-tdd-1.01
108,339,325,1939,140,180,251,400,22,22,5,5,4,mic-tdd-1.01
109,300,325,1904,0,0,0,0,10,0,3,1,1,mic-tdd-1.01
109,325,300,1904,0,0,0,0,0,10,1,3,1,mic-tdd-1.01
111,200,325,1934,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
111,200,325,1935,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
111,200,325,1936,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
111,325,530,1934,40,60,100,120,22,22,5,5,3,mic-tdd-1.01
111,325,530,1935,2856,3475,1450,2300,22,22,5,5,10,mic-tdd-1.01
111,325,530,1936,1091,2130,13351,19000,22,22,5,5,11,mic-tdd-1.01
111,325,200,1934,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
111,325,200,1935,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
111,325,200,1936,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
111,530,325,1934,100,120,40,60,22,22,5,5,3,mic-tdd-1.01
111,530,325,1935,1450,2300,2856,3475,22,22,5,5,10,mic-tdd-1.01
111,530,325,1936,13351,19000,1091,2130,22,22,5,5,11,mic-tdd-1.01
112,220,325,1860,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
112,325,327,1860,280,325,470,550,22,22,5,5,6,mic-tdd-1.01
112,325,220,1860,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
112,327,325,1860,470,550,280,325,22,22,5,5,6,mic-tdd-1.01
113,220,329,1860,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
113,325,329,1860,322,353,708,790,22,22,5,5,2,mic-tdd-1.01
113,325,329,1861,18,22,342,385,22,22,5,5,0,mic-tdd-1.01
113,329,220,1860,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
113,329,325,1860,708,790,322,353,22,22,5,5,2,mic-tdd-1.01
113,329,325,1861,342,385,18,22,22,22,5,5,0,mic-tdd-1.01
114,325,640,1911,1397,2056,4262,5499,22,22,5,5,9,mic-tdd-1.01
114,325,640,1912,2013,2894,5088,6356,22,22,5,5,6,mic-tdd-1.01
114,640,325,1911,4262,5499,1397,2056,22,22,5,5,9,mic-tdd-1.01
114,640,325,1912,5088,6356,2013,2894,22,22,5,5,6,mic-tdd-1.01
115,220,255,1859,0,0,0,0,0,10,1,3,1,mic-tdd-1.01
115,220,300,1859,4110,5000,4140,5300,22,22,5,5,8,mic-tdd-1.01
115,300,325,1859,3820,5040,2290,3210,22,22,5,5,13,mic-tdd-1.01
115,255,220,1859,0,0,0,0,10,0,3,1,1,mic-tdd-1.01
115,300,220,1859,4140,5300,4110,5000,22,22,5,5,8,mic-tdd-1.01
115,325,300,1859,2290,3210,3820,5040,22,22,5,5,13,mic-tdd-1.01
119,200,365,1885,0,0,0,0,11,7,3,3,5,mic-tdd-1.01
119,365,200,1885,0,0,0,0,7,11,3,3,5,mic-tdd-1.01
121,2,300,1853,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
121,300,2,1853,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,200,645,1961,0,0,0,0,7,0,3,1,4,mic-tdd-1.01
122,200,645,1962,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,616,645,1961,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,616,645,1962,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,625,645,1961,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,625,645,1962,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,630,645,1961,0,0,0,0,0,16,1,4,1,mic-tdd-1.01
122,645,651,1961,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,651,1962,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,663,1961,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,663,1962,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,670,1961,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
122,645,670,1962,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
122,645,690,1961,0,0,0,0,7,10,3,3,7,mic-tdd-1.01
122,645,200,1961,0,0,0,0,0,7,1,3,4,mic-tdd-1.01
122,645,200,1962,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,616,1961,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,616,1962,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,625,1961,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,625,1962,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
122,645,630,1961,0,0,0,0,16,0,4,1,1,mic-tdd-1.01
122,651,645,1961,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,651,645,1962,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,663,645,1961,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,663,645,1962,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
122,670,645,1961,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
122,670,645,1962,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
122,690,645,1961,0,0,0,0,10,7,3,3,7,mic-tdd-1.01
123,160,200,1845,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
123,160,200,1846,0,0,0,0,0,13,1,4,0,mic-tdd-1.01
123,160,220,1845,0,0,0,0,0,13,1,4,1,mic-tdd-1.01
123,160,220,1846,0,0,0,0,0,13,1,4,0,mic-tdd-1.01
123,200,160,1845,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
123,200,160,1846,0,0,0,0,13,0,4,1,0,mic-tdd-1.01
123,220,160,1845,0,0,0,0,13,0,4,1,1,mic-tdd-1.01
123,220,160,1846,0,0,0,0,13,0,4,1,0,mic-tdd-1.01
125,2,651,1958,0,0,0,0,16,0,4,1,6,mic-tdd-1.01
125,200,645,1958,0,0,0,0,8,0,3,1,1,mic-tdd-1.01
125,365,640,1958,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
125,651,2,1958,0,0,0,0,0,16,1,4,6,mic-tdd-1.01
125,645,200,1958,0,0,0,0,0,8,1,3,1,mic-tdd-1.01
125,640,365,1958,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
126,300,640,1853,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
126,365,640,1853,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
126,640,300,1853,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
126,640,365,1853,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
127,200,255,1921,0,0,0,0,3,0,2,1,1,mic-tdd-1.01
127,211,255,1921,0,0,0,0,3,0,2,1,1,mic-tdd-1.01
127,220,255,1921,0,0,0,0,14,0,4,1,2,mic-tdd-1.01
127,255,325,1921,0,0,0,0,0,3,1,2,1,mic-tdd-1.01
127,255,200,1921,0,0,0,0,0,3,1,2,1,mic-tdd-1.01
127,255,211,1921,0,0,0,0,0,3,1,2,1,mic-tdd-1.01
127,255,220,1921,0,0,0,0,0,14,1,4,2,mic-tdd-1.01
127,325,255,1921,0,0,0,0,3,0,2,1,1,mic-tdd-1.01
128,200,640,1905,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
128,220,640,1905,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
128,300,640,1905,0,0,0,0,7,0,3,1,2,mic-tdd-1.01
128,325,640,1905,0,0,0,0,14,0,4,1,3,mic-tdd-1.01
128,365,640,1905,0,0,0,0,14,0,4,1,3,mic-tdd-1.01
128,640,200,1905,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
128,640,220,1905,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
128,640,300,1905,0,0,0,0,0,7,1,3,2,mic-tdd-1.01
128,640,325,1905,0,0,0,0,0,14,1,4,3,mic-tdd-1.01
128,640,365,1905,0,0,0,0,0,14,1,4,3,mic-tdd-1.01
129,710,740,1931,4158,5319,828,1188,22,22,5,5,4,mic-tdd-1.01
129,710,740,1932,6132,6831,1178,1582,22,22,5,5,3,mic-tdd-1.01
129,710,740,1933,20000,24000,4000,5000,22,22,5,5,2,mic-tdd-1.01
129,740,710,1931,828,1188,4158,5319,22,22,5,5,4,mic-tdd-1.01
129,740,710,1932,1178,1582,6132,6831,22,22,5,5,3,mic-tdd-1.01
129,740,710,1933,4000,5000,20000,24000,22,22,5,5,2,mic-tdd-1.01
131,365,730,1899,0,0,0,0,3,0,2,1,2,mic-tdd-1.01
131,365,730,1900,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
131,365,740,1900,0,0,0,0,0,10,1,3,2,mic-tdd-1.01
131,730,365,1899,0,0,0,0,0,3,1,2,2,mic-tdd-1.01
131,730,365,1900,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
131,740,365,1900,0,0,0,0,10,0,3,1,2,mic-tdd-1.01
133,200,368,1923,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
133,220,368,1923,1,10,1,15,17,17,4,4,3,mic-tdd-1.01
133,368,200,1923,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
133,368,220,1923,1,15,1,10,17,17,4,4,3,mic-tdd-1.01
134,255,368,1939,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
134,368,255,1939,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
135,70,200,1861,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
135,70,200,1862,0,0,0,0,0,14,1,4,4,mic-tdd-1.01
135,70,220,1861,0,0,0,0,0,1,1,2,1,mic-tdd-1.01
135,70,220,1862,238,338,53,474,22,22,5,5,16,mic-tdd-1.01
135,70,220,1863,2367,4040,1032,1444,22,22,5,5,19,mic-tdd-1.01
135,70,220,1864,1449,1713,1614,2071,22,22,5,5,11,mic-tdd-1.01
135,70,220,1865,159,243,419,483,22,22,5,5,9,mic-tdd-1.01
135,70,220,1866,118,250,128,371,22,22,5,5,5,mic-tdd-1.01
135,70,220,1867,101,225,250,400,22,22,5,5,2,mic-tdd-1.01
135,70,230,1861,0,0,0,0,0,14,1,4,3,mic-tdd-1.01
135,70,230,1862,0,0,0,0,0,14,1,4,4,mic-tdd-1.01
135,200,70,1861,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
135,200,70,1862,0,0,0,0,14,0,4,1,4,mic-tdd-1.01
135,220,70,1861,0,0,0,0,1,0,2,1,1,mic-tdd-1.01
135,220,70,1862,53,474,238,338,22,22,5,5,16,mic-tdd-1.01
135,220,70,1863,1032,1444,2367,4040,22,22,5,5,19,mic-tdd-1.01
135,220,70,1864,1614,2071,1449,1713,22,22,5,5,11,mic-tdd-1.01
135,220,70,1865,419,483,159,243,22,22,5,5,9,mic-tdd-1.01
135,220,70,1866,128,371,118,250,22,22,5,5,5,mic-tdd-1.01
135,220,70,1867,250,400,101,225,22,22,5,5,2,mic-tdd-1.01
135,230,70,1861,0,0,0,0,14,0,4,1,3,mic-tdd-1.01
135,230,70,1862,0,0,0,0,14,0,4,1,4,mic-tdd-1.01
136,2,70,1913,0,0,0,0,10,0,3,1,5,mic-tdd-1.01
136,2,70,1914,22,22,302,322,17,17,4,4,5,mic-tdd-1.01
136,70,2,1913,0,0,0,0,0,10,1,3,5,mic-tdd-1.01
136,70,2,1914,302,322,22,22,17,17,4,4,5,mic-tdd-1.01
137,200,235,1831,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
137,235,200,1831,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
139,710,740,1934,0,0,0,0,14,0,4,1,1,mic-tdd-1.01
139,710,740,1935,75,225,27,115,17,17,4,4,9,mic-tdd-1.01
139,740,710,1934,0,0,0,0,0,14,1,4,1,mic-tdd-1.01
139,740,710,1935,27,115,75,225,17,17,4,4,9,mic-tdd-1.01
141,200,640,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,220,640,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,255,640,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,300,640,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,325,365,1880,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
141,325,640,1880,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
141,350,640,1880,0,0,0,0,10,7,3,3,2,mic-tdd-1.01
141,365,640,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,640,200,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,640,220,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,640,255,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,640,300,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
141,365,325,1880,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
141,640,325,1880,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
141,640,350,1880,0,0,0,0,7,10,3,3,2,mic-tdd-1.01
141,640,365,1880,0,0,0,0,7,7,3,3,2,mic-tdd-1.01
142,365,640,1821,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
142,640,365,1821,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
144,2,200,1854,0,0,0,0,16,7,4,3,4,mic-tdd-1.01
144,200,2,1854,0,0,0,0,7,16,3,4,4,mic-tdd-1.01
145,2,710,1927,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
145,200,710,1927,2,2,24,24,17,17,4,4,5,mic-tdd-1.01
145,220,710,1927,0,0,0,0,17,17,4,4,3,mic-tdd-1.01
145,230,710,1927,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
145,235,710,1927,0,0,0,0,7,0,3,1,1,mic-tdd-1.01
145,325,710,1927,0,0,16,16,17,17,4,4,2,mic-tdd-1.01
145,710,740,1927,0,0,0,0,0,14,1,4,2,mic-tdd-1.01
145,710,2,1927,0,0,0,0,0,7,1,3,1,mic-tdd-1.01
145,710,200,1927,24,24,2,2,17,17,4,4,5,mic-tdd-1.01
