micnum,stmon,stday,styear,endmon,endday,endyear,fatalmin,fatalmax,hiact,hostlev,outcome,numa,numb,version
2318,4,-9,1976,4,-9,1976,0,0,12,3,5,1,1,mic-1.0
2319,1,-9,1972,1,28,1972,0,0,8,3,5,1,1,mic-1.0
2320,4,-9,1875,4,-9,1875,0,0,12,3,5,1,1,mic-1.0
2321,6,-9,1906,12,-9,1906,0,0,14,4,5,1,1,mic-1.0
2323,7,13,1982,7,24,1982,0,0,16,4,5,1,1,mic-1.0
2325,9,10,1979,12,-9,1979,1,1,16,4,5,1,1,mic-1.0
2328,3,24,1949,10,-9,1949,1,1,16,4,5,1,1,mic-1.0
2331,7,14,1958,11,2,1958,0,0,8,3,5,1,2,mic-1.0
2332,7,20,1958,7,31,1958,0,0,8,3,5,1,1,mic-1.0
2335,9,4,1976,9,4,1976,0,0,16,4,4,1,1,mic-1.0
2338,1,15,1901,1,18,1901,0,0,15,4,5,1,1,mic-1.0
2339,4,19,1948,2,21,1949,2,2,17,4,6,1,1,mic-1.0
2341,7,-9,1898,8,13,1898,0,0,7,3,4,1,1,mic-1.0
2342,6,4,1902,11,18,1902,2,200,17,4,2,1,1,mic-1.0
2344,8,14,1962,8,14,1962,5,5,17,4,5,1,1,mic-1.0
2346,9,12,1978,12,26,1978,3,3,17,4,5,1,1,mic-1.0
2347,4,28,1981,5,-9,1985,3,3,17,4,5,2,1,mic-1.0
2348,8,2,1982,1,26,1983,0,0,16,4,5,1,1,mic-1.0
2349,2,-9,1984,6,12,1984,0,0,17,4,6,1,1,mic-1.0
2352,7,10,1985,7,10,1985,0,0,12,3,5,1,1,mic-1.0
2353,12,28,1985,3,3,1986,0,0,16,4,5,2,1,mic-1.0
2354,1,31,1986,1,31,1986,0,0,11,3,5,1,1,mic-1.0
2357,6,24,1978,3,17,1979,451,1300,17,4,6,1,1,mic-1.0
2360,4,-9,1965,8,24,1965,0,0,16,4,6,1,2,mic-1.0
2367,1,30,1854,11,22,1854,0,0,15,4,3,1,3,mic-1.0
2369,4,21,1887,4,28,1887,0,0,15,4,7,1,1,mic-1.0
2371,3,1,1946,5,21,1947,0,0,16,4,5,1,1,mic-1.0
2372,7,-9,1952,8,23,1952,1,1,16,4,5,1,1,mic-1.0
2374,2,8,1975,4,28,1975,0,0,16,4,5,1,1,mic-1.0
2540,8,18,1985,8,22,1985,0,0,8,3,5,1,1,mic-1.0
2546,5,31,1985,6,5,1985,2,2,16,4,5,1,1,mic-1.0
2550,3,22,1985,3,28,1985,0,0,15,4,7,1,1,mic-1.0
2559,9,29,1985,9,29,1985,0,0,16,4,5,1,2,mic-1.0
2560,10,18,1985,10,18,1985,0,0,7,3,5,1,1,mic-1.0
2563,10,1,1985,10,1,1985,0,0,16,4,5,1,1,mic-1.0
2566,8,27,1986,8,27,1986,0,0,1,2,5,1,1,mic-1.0
2571,5,19,1986,5,19,1986,0,0,16,4,5,1,1,mic-1.0
2572,4,26,1986,6,15,1986,0,0,16,4,6,1,1,mic-1.0
2573,4,16,1986,4,16,1986,0,0,17,4,5,1,1,mic-1.0
2578,1,12,1986,1,12,1986,0,0,7,3,5,1,1,mic-1.0
2580,5,19,1986,5,19,1986,0,0,16,4,5,1,1,mic-1.0
2583,12,25,1985,1,17,1986,19,115,17,4,6,1,1,mic-1.0
2587,8,29,1986,8,29,1986,0,0,2,2,5,1,5,mic-1.0
2589,9,12,1986,9,12,1986,0,0,2,2,5,3,1,mic-1.0
2590,4,27,1983,4,27,1983,0,0,7,3,5,1,1,mic-1.0
2596,9,23,1986,11,26,1986,0,0,16,4,5,1,1,mic-1.0
2598,3,20,1986,3,21,1986,0,0,7,3,5,1,1,mic-1.0
2599,8,19,1986,12,15,1986,0,0,16,4,5,1,1,mic-1.0
2602,6,21,1978,6,21,1978,8,8,16,4,5,1,1,mic-1.0
2603,12,12,1918,7,12,1920,958,1768,22,5,2,1,2,mic-1.0
2604,12,1,1918,2,1,1920,2320,4705,22,5,2,2,6,mic-1.0
2605,11,22,1918,1,3,1920,10537,14630,22,5,2,1,3,mic-1.0
2610,11,21,1960,11,22,1960,6,6,16,4,1,1,2,mic-1.0
2612,7,31,1960,7,31,1960,0,0,1,2,4,1,1,mic-1.0
2616,1,14,1971,3,23,1971,0,0,16,4,6,1,1,mic-1.0
2619,9,29,1971,9,29,1971,0,0,16,4,5,1,1,mic-1.0
2622,1,-9,1971,4,20,1971,0,0,16,4,5,1,1,mic-1.0
2623,8,8,1963,11,22,1963,0,0,8,3,5,1,1,mic-1.0
2625,4,-9,1949,7,26,1949,0,0,12,3,6,1,1,mic-1.0
2626,10,31,1952,11,2,1952,0,0,17,4,5,1,1,mic-1.0
2627,2,-9,1956,3,18,1956,11,11,17,4,5,1,1,mic-1.0
2629,1,6,1962,1,6,1962,0,0,7,3,5,1,1,mic-1.0
2630,9,15,1963,9,20,1963,0,0,17,4,5,1,1,mic-1.0
2632,4,29,1966,9,14,1966,0,0,16,4,6,1,1,mic-1.0
2633,3,22,1969,3,23,1969,0,0,17,4,5,1,1,mic-1.0
2634,10,30,1969,3,17,1970,0,0,7,3,5,1,1,mic-1.0
2635,12,19,1969,12,20,1969,0,0,16,4,5,1,1,mic-1.0
2638,5,5,1972,7,3,1972,50,150,17,4,6,1,1,mic-1.0
2639,7,7,1981,7,12,1981,6,6,17,4,5,1,1,mic-1.0
2640,9,10,1982,9,10,1982,0,0,8,3,5,1,1,mic-1.0
2641,10,16,1983,8,27,1984,1,1,17,4,5,1,1,mic-1.0
2642,4,17,1984,10,6,1985,20,20,17,4,5,1,1,mic-1.0
2644,6,-9,1986,2,4,1987,5,5,17,4,5,1,1,mic-1.0
2648,1,11,1916,7,9,1916,0,0,14,4,5,1,1,mic-1.0
2649,2,9,1917,9,10,1917,0,0,14,4,9,1,1,mic-1.0
2683,3,26,1887,4,23,1887,0,0,1,2,4,1,1,mic-1.0
2700,7,-9,1919,10,25,1919,0,0,16,4,3,1,1,mic-1.0
2704,2,1,1946,5,3,1946,0,0,14,4,2,1,1,mic-1.0
2707,7,10,1964,7,10,1964,0,0,7,3,5,1,1,mic-1.0
2708,12,-9,1965,1,-9,1966,0,0,7,3,5,1,1,mic-1.0
2713,11,-9,1974,11,-9,1974,6,30,17,4,5,1,1,mic-1.0
2714,7,-9,1977,8,15,1977,0,0,16,4,5,1,1,mic-1.0
2715,3,-9,1978,5,9,1978,0,0,16,4,5,1,1,mic-1.0
2716,2,17,1979,2,-9,1980,3,3,17,4,5,1,1,mic-1.0
2717,10,5,1980,10,5,1980,1,1,17,4,5,1,1,mic-1.0
2718,7,12,1986,7,12,1986,1,1,17,4,5,1,1,mic-1.0
2721,7,12,1871,1,8,1872,0,0,14,4,5,1,1,mic-1.0
2724,3,4,1936,4,2,1936,5,5,17,4,6,1,1,mic-1.0
2727,5,20,1978,10,2,1979,0,0,7,3,5,1,1,mic-1.0
2728,11,12,1984,11,23,1984,0,0,7,3,5,1,1,mic-1.0
2729,10,18,1962,10,13,1963,1,1,17,4,5,1,1,mic-1.0
2731,4,-9,1960,4,-9,1960,0,0,14,4,5,1,1,mic-1.0
2732,6,-9,1959,8,4,1959,0,0,17,4,6,1,1,mic-1.0
2735,9,2,1987,9,2,1987,0,0,17,4,5,1,1,mic-1.0
2736,11,29,1987,11,30,1987,0,0,8,3,5,1,1,mic-1.0
2738,7,-9,1987,7,-9,1987,0,0,7,3,5,1,1,mic-1.0
2739,5,17,1987,5,18,1987,28,28,16,4,3,1,1,mic-1.0
2740,4,-9,1987,12,24,1987,1,10,17,4,5,1,1,mic-1.0
2741,9,23,1987,4,8,1988,0,0,15,4,5,1,1,mic-1.0
2742,12,8,1986,11,1,1987,0,0,15,4,7,1,1,mic-1.0
2743,8,6,1978,8,8,1978,0,0,8,3,5,1,1,mic-1.0
2744,8,1,1961,8,1,1961,0,0,14,4,1,1,1,mic-1.0
2746,4,5,1988,8,17,1988,0,0,15,4,5,1,1,mic-1.0
2749,1,31,1988,3,14,1988,2,50,17,4,1,1,1,mic-1.0
2754,3,28,1988,6,21,1988,0,0,17,4,5,1,1,mic-1.0
2755,2,14,1988,2,14,1988,0,0,1,2,5,1,1,mic-1.0
2760,12,11,1988,12,11,1988,1,1,16,4,5,1,1,mic-1.0
2768,8,8,1988,8,14,1988,0,0,16,4,5,1,1,mic-1.0
2770,9,9,1988,10,11,1988,0,0,16,4,5,1,1,mic-1.0
2771,9,29,1988,9,29,1988,0,0,16,4,5,1,1,mic-1.0
2774,2,12,1988,2,12,1988,0,0,16,4,5,1,1,mic-1.0
2775,1,2,1989,1,2,1989,0,0,16,4,5,1,1,mic-1.0
2776,5,-9,1987,2,19,1988,134,325,17,4,6,1,1,mic-1.0
2778,6,4,1987,6,15,1987,0,0,7,3,4,1,1,mic-1.0
2779,6,1,1987,6,25,1987,7,7,16,4,5,1,1,mic-1.0
2780,4,15,1987,6,6,1987,0,0,14,4,5,1,1,mic-1.0
2782,3,7,1987,9,28,1987,0,0,16,4,5,1,1,mic-1.0
2783,10,11,1987,10,11,1987,10,10,17,4,5,1,1,mic-1.0
2786,7,28,1987,7,28,1987,0,0,16,4,5,1,1,mic-1.0
2797,5,11,1987,5,27,1988,3,3,17,4,5,1,1,mic-1.0
2798,8,2,1987,10,3,1987,0,0,7,3,5,1,1,mic-1.0
2799,6,-9,1987,3,27,1988,1,1,17,4,5,1,1,mic-1.0
2801,5,29,1987,5,30,1987,0,0,16,4,5,1,1,mic-1.0
2802,7,20,1987,8,12,1987,0,0,17,4,5,1,1,mic-1.0
2804,10,20,1987,12,28,1987,4,4,17,4,6,1,1,mic-1.0
2805,6,3,1987,6,3,1987,1,1,17,4,5,1,1,mic-1.0
2806,1,15,1987,1,15,1987,2,6,17,4,5,1,1,mic-1.0
2807,5,2,1987,5,2,1987,0,0,17,4,5,1,1,mic-1.0
2809,4,1,1987,4,18,1987,0,0,7,3,5,1,1,mic-1.0
2810,4,9,1987,4,25,1987,0,0,16,4,5,1,2,mic-1.0
2812,8,9,1987,9,6,1987,0,0,10,3,5,1,1,mic-1.0
2816,6,15,1987,6,15,1987,0,0,16,4,5,1,1,mic-1.0
2821,9,3,1987,9,4,1987,0,0,16,4,5,1,1,mic-1.0
2823,6,30,1987,1,20,1988,0,0,16,4,5,1,1,mic-1.0
2835,8,-9,1878,8,-9,1878,0,0,7,3,5,1,1,mic-1.0
2838,2,13,1959,2,14,1959,0,0,8,3,5,1,1,mic-1.0
2849,7,29,1957,7,29,1957,0,0,7,3,5,1,1,mic-1.0
2850,12,-9,1956,3,19,1957,0,0,7,3,5,1,1,mic-1.0
2854,6,7,1958,7,19,1958,0,0,15,4,7,1,1,mic-1.0
2855,5,29,1958,6,30,1958,0,0,15,4,7,1,1,mic-1.0
2857,12,23,1957,1,9,1958,0,0,16,4,7,1,1,mic-1.0
2860,3,28,1959,3,28,1959,0,0,1,2,5,1,1,mic-1.0
2865,8,27,1958,5,31,1959,0,0,16,4,5,1,1,mic-1.0
2869,4,10,1959,4,12,1959,0,0,16,4,7,1,1,mic-1.0
2870,3,19,1959,3,20,1959,0,0,15,4,7,1,1,mic-1.0
2871,1,-9,1959,7,15,1959,0,0,7,3,5,1,1,mic-1.0
2875,2,20,1960,7,10,1960,0,0,16,4,6,1,1,mic-1.0
2877,7,31,1960,8,1,1960,0,0,12,3,5,1,1,mic-1.0
2878,7,31,1960,8,1,1960,0,0,12,3,5,1,1,mic-1.0
2885,12,15,1960,4,13,1961,0,0,7,3,5,1,1,mic-1.0
2887,1,19,1961,1,19,1961,0,0,7,3,5,1,1,mic-1.0
2890,3,11,1962,3,11,1962,0,0,7,3,5,1,1,mic-1.0
2891,10,15,1966,10,15,1966,2,20,17,4,5,1,1,mic-1.0
2897,11,20,1963,11,20,1963,2,2,16,4,5,1,1,mic-1.0
2898,9,28,1963,10,3,1963,1,1,16,4,5,1,1,mic-1.0
2899,3,15,1963,3,15,1963,0,0,7,3,5,1,1,mic-1.0
2907,9,24,1964,9,24,1964,0,0,7,3,5,1,1,mic-1.0
2908,9,2,1964,9,16,1964,0,0,7,3,5,1,2,mic-1.0
2915,5,22,1965,5,22,1965,0,0,7,3,5,1,1,mic-1.0
2916,4,27,1965,4,27,1965,0,0,17,4,5,1,1,mic-1.0
2918,4,17,1966,4,17,1966,0,0,16,4,5,1,1,mic-1.0
2921,7,14,1966,7,14,1966,0,0,7,3,5,1,2,mic-1.0
2924,2,13,1968,2,13,1968,0,0,7,3,5,1,1,mic-1.0
2928,6,30,1968,7,2,1968,0,0,15,4,7,1,1,mic-1.0
2929,4,9,1965,2,14,1968,4,28,17,4,5,1,1,mic-1.0
2930,5,10,1967,5,16,1967,0,0,7,3,5,1,3,mic-1.0
2931,4,28,1967,4,28,1967,0,0,7,3,5,1,1,mic-1.0
2935,9,8,1967,9,8,1967,1,1,16,4,5,1,1,mic-1.0
2938,2,4,1969,2,4,1969,0,0,17,4,5,1,1,mic-1.0
2944,1,28,1971,1,28,1971,0,0,16,4,5,1,1,mic-1.0
2947,3,9,1971,3,9,1971,0,0,1,2,5,1,1,mic-1.0
2950,3,21,1973,3,21,1973,0,0,16,4,5,1,1,mic-1.0
2959,11,24,1976,11,25,1976,0,0,16,4,5,1,1,mic-1.0
2964,9,7,1977,9,7,1977,0,0,7,3,5,1,1,mic-1.0
2971,8,14,1981,1,8,1982,0,0,16,4,5,1,1,mic-1.0
2972,7,17,1981,7,24,1981,0,0,7,3,5,1,1,mic-1.0
2973,10,1,1982,10,6,1982,0,0,16,4,5,1,1,mic-1.0
2975,3,2,1982,3,3,1982,0,0,16,4,5,1,1,mic-1.0
2977,3,9,1982,6,8,1982,0,0,16,4,5,1,1,mic-1.0
2981,4,19,1983,4,19,1983,0,0,7,3,5,1,1,mic-1.0
2984,9,9,1953,9,9,1953,7,7,16,4,5,1,1,mic-1.0
2988,5,24,1953,11,8,1953,0,0,16,4,5,1,1,mic-1.0
2989,9,25,1952,9,25,1952,0,0,17,4,5,1,1,mic-1.0
2995,3,10,1934,3,30,1934,0,0,15,4,7,1,1,mic-1.0
2996,6,7,1959,8,3,1959,0,0,12,3,5,1,1,mic-1.0
2997,9,27,1959,9,27,1959,0,0,7,3,5,1,1,mic-1.0
2998,3,10,1959,3,15,1959,0,0,16,4,5,1,1,mic-1.0
2999,12,14,1959,12,14,1959,0,0,17,4,5,1,1,mic-1.0
3000,2,27,1979,8,26,1979,0,0,14,4,5,1,1,mic-1.0
3001,2,-9,1979,5,15,1979,0,0,8,3,5,1,1,mic-1.0
3003,12,13,1978,1,24,1979,2,2,17,4,5,1,1,mic-1.0
3004,10,16,1978,8,8,1979,0,0,17,4,5,1,1,mic-1.0
3007,2,-9,1978,3,15,1979,7652,24381,22,5,5,1,2,mic-1.0
3009,3,16,1978,3,16,1978,0,0,7,3,5,1,1,mic-1.0
3010,2,15,1978,2,17,1978,0,0,15,4,7,1,1,mic-1.0
3011,3,20,1978,3,20,1978,0,0,17,4,5,1,1,mic-1.0
3013,10,13,1977,10,14,1977,0,0,16,4,5,1,1,mic-1.0
3014,5,20,1977,5,27,1977,0,0,7,3,6,1,1,mic-1.0
3015,2,27,1978,2,27,1978,15,15,17,4,5,1,1,mic-1.0
3016,1,27,1980,1,27,1980,0,0,7,3,5,1,1,mic-1.0
3017,1,3,1980,3,1,1980,0,0,11,3,5,1,1,mic-1.0
3018,8,-9,1977,8,-9,1977,0,0,11,3,5,1,1,mic-1.0
3020,11,4,1979,1,21,1981,0,0,16,4,7,1,1,mic-1.0
3021,7,27,1979,8,9,1979,0,0,7,3,5,1,1,mic-1.0
3022,11,10,1979,11,11,1979,0,0,7,3,5,1,1,mic-1.0
3024,6,10,1979,10,7,1979,60,135,17,4,5,1,1,mic-1.0
3025,2,-9,1979,8,-9,1979,0,0,17,4,5,1,1,mic-1.0
3026,3,2,1979,3,16,1979,0,0,15,4,5,1,1,mic-1.0
3027,3,12,1984,3,21,1984,11,11,17,4,5,1,1,mic-1.0
3031,8,25,1984,10,25,1984,0,0,16,4,5,1,1,mic-1.0
3037,11,-9,1984,1,29,1985,0,0,16,4,7,1,1,mic-1.0
3041,8,21,1984,8,21,1984,0,0,15,4,5,1,1,mic-1.0
3044,6,15,1984,6,15,1984,2,2,17,4,5,1,1,mic-1.0
3046,2,16,1984,2,18,1985,2,2,16,4,5,1,2,mic-1.0
3048,5,16,1984,6,5,1984,0,0,17,4,5,1,1,mic-1.0
3050,3,27,1984,10,29,1984,0,0,16,4,6,1,1,mic-1.0
3051,3,3,1984,4,9,1984,0,0,16,4,3,3,2,mic-1.0
3054,12,28,1983,1,16,1984,2,50,17,4,5,1,1,mic-1.0
3055,12,9,1983,6,10,1984,14,28,17,4,6,1,1,mic-1.0
3056,11,20,1983,11,20,1983,0,0,8,3,5,1,1,mic-1.0
3058,10,21,1983,11,1,1983,62,93,17,4,1,7,2,mic-1.0
3059,10,9,1983,10,10,1983,0,0,7,3,5,1,1,mic-1.0
3060,6,-9,1984,6,12,1984,0,0,17,4,5,1,1,mic-1.0
3062,8,29,1983,4,1,1984,19,19,17,4,5,1,1,mic-1.0
3064,8,3,1983,8,7,1983,0,0,7,3,5,1,1,mic-1.0
3066,4,18,1983,7,11,1983,82,182,17,4,6,1,1,mic-1.0
3067,4,27,1983,5,3,1983,0,0,16,4,5,1,1,mic-1.0
3070,4,13,1983,10,17,1983,6,6,16,4,5,1,1,mic-1.0
3071,7,26,1983,5,20,1984,0,0,7,3,5,1,1,mic-1.0
3072,2,16,1983,8,10,1983,0,0,7,3,3,1,3,mic-1.0
3073,12,9,1982,3,26,1983,1,25,17,4,5,1,1,mic-1.0
3075,1,30,1983,1,31,1983,0,0,16,4,5,1,1,mic-1.0
3076,9,-9,1982,10,25,1982,0,0,16,4,5,1,1,mic-1.0
3082,4,26,1982,6,17,1982,1,25,16,4,5,1,1,mic-1.0
3085,5,1,1982,9,5,1982,0,0,17,4,5,1,1,mic-1.0
3086,4,12,1982,4,13,1982,0,0,7,3,5,1,1,mic-1.0
3088,3,4,1982,3,4,1982,0,0,4,2,5,1,1,mic-1.0
3089,2,24,1982,2,24,1982,0,0,7,3,5,1,1,mic-1.0
3090,2,28,1982,9,17,1982,4,4,17,4,6,1,1,mic-1.0
3092,11,9,1981,11,9,1981,0,0,7,3,5,1,1,mic-1.0
3093,10,27,1981,11,6,1981,0,0,15,4,7,1,1,mic-1.0
3096,9,24,1981,9,24,1981,4,40,16,4,5,1,1,mic-1.0
3097,9,17,1981,9,17,1981,2,2,16,4,5,1,1,mic-1.0
3098,9,10,1981,10,-9,1981,2,2,16,4,5,1,1,mic-1.0
3099,8,13,1981,8,19,1981,0,0,17,4,5,1,1,mic-1.0
3101,6,7,1981,6,7,1981,10,10,16,4,1,1,2,mic-1.0
3102,5,7,1981,5,18,1981,303,501,17,4,5,1,1,mic-1.0
3104,5,15,1981,7,22,1981,5,5,16,4,3,1,1,mic-1.0
3106,2,22,1982,2,24,1982,0,0,16,4,5,1,1,mic-1.0
3107,11,25,1980,1,9,1981,0,0,8,3,5,1,1,mic-1.0
3108,11,12,1980,11,16,1980,0,0,17,4,5,1,1,mic-1.0
3109,11,21,1980,11,22,1980,0,0,17,4,5,1,1,mic-1.0
3112,8,11,1980,2,7,1981,2,2,16,4,5,1,1,mic-1.0
3113,7,10,1980,7,10,1980,0,0,7,3,5,1,1,mic-1.0
3114,6,15,1980,6,15,1980,1,1,16,4,5,1,1,mic-1.0
3115,5,-9,1980,5,-9,1980,0,0,11,3,5,2,1,mic-1.0
3117,5,30,1980,11,2,1980,0,0,14,4,4,1,1,mic-1.0
3118,3,21,1980,12,5,1980,0,0,11,3,5,1,1,mic-1.0
3119,2,26,1980,7,29,1980,0,0,16,4,5,1,1,mic-1.0
3120,2,7,1980,2,7,1980,0,0,7,3,5,1,1,mic-1.0
3126,7,12,1977,9,10,1977,88,334,17,4,6,1,1,mic-1.0
3127,7,6,1977,11,2,1977,5,5,17,4,5,1,1,mic-1.0
3129,6,23,1977,6,27,1977,13,13,17,4,5,1,1,mic-1.0
3130,6,22,1977,6,28,1977,0,0,15,4,5,1,1,mic-1.0
3131,5,11,1977,12,21,1979,119,266,17,4,6,1,2,mic-1.0
3132,8,5,1907,2,-9,1908,2,50,16,4,5,1,2,mic-1.0
3133,7,16,1909,9,9,1909,0,0,7,3,5,1,1,mic-1.0
3134,11,1,1918,10,20,1921,3801,5720,22,5,2,1,1,mic-1.0
3135,3,9,1966,4,14,1966,0,0,7,3,4,1,1,mic-1.0
3138,4,17,1831,7,14,1831,3,3,16,4,1,1,1,mic-1.0
3139,4,5,1911,11,17,1911,0,0,14,4,1,1,1,mic-1.0
3150,4,23,1959,4,23,1959,1,1,17,4,5,1,1,mic-1.0
3151,3,4,1958,3,4,1958,0,0,16,4,5,1,1,mic-1.0
3152,3,5,1958,4,13,1958,0,0,17,4,5,1,1,mic-1.0
3154,10,30,1955,12,10,1956,2,2,17,4,5,1,1,mic-1.0
3155,3,26,1955,3,31,1955,0,0,7,3,5,1,1,mic-1.0
3156,10,7,1934,10,7,1934,0,0,17,4,5,1,1,mic-1.0
3157,7,14,1934,7,31,1934,1,1,16,4,3,1,1,mic-1.0
3158,8,23,1935,8,31,1935,0,0,7,3,5,1,1,mic-1.0
3161,4,26,1949,8,14,1949,0,0,7,3,5,1,2,mic-1.0
3162,8,29,1960,9,25,1960,0,0,15,4,5,1,1,mic-1.0
3163,8,14,1962,8,14,1962,0,0,17,4,5,1,1,mic-1.0
3165,3,30,1962,3,30,1962,0,0,17,4,5,1,1,mic-1.0
3166,8,-9,1963,11,8,1963,3,3,17,4,6,1,1,mic-1.0
3167,2,1,1963,2,4,1963,0,0,12,3,5,1,1,mic-1.0
3168,5,26,1965,5,26,1965,2,2,17,4,8,1,1,mic-1.0
3170,1,15,1967,1,15,1967,0,0,16,4,5,1,1,mic-1.0
3171,2,24,1966,12,21,1966,1,1,16,4,5,1,1,mic-1.0
3172,4,20,1967,4,26,1967,0,0,12,3,5,1,1,mic-1.0
3173,5,1,1969,11,3,1969,1,1,17,4,6,1,1,mic-1.0
3174,8,2,1974,8,29,1974,0,0,7,3,5,1,1,mic-1.0
3175,8,4,1975,8,26,1975,0,0,16,4,5,1,1,mic-1.0
3176,6,6,1976,11,25,1976,0,0,10,3,6,1,1,mic-1.0
3179,4,5,1976,4,5,1976,0,0,16,4,5,1,1,mic-1.0
3180,12,30,1981,1,3,1982,0,0,7,3,5,1,1,mic-1.0
3181,8,24,1922,9,15,1922,0,0,7,3,6,4,2,mic-1.0
3182,1,13,1923,1,17,1923,0,0,17,4,6,1,2,mic-1.0
3185,9,2,1925,6,5,1926,0,0,7,3,6,2,1,mic-1.0
3186,2,4,1931,2,4,1931,1,1,17,4,5,1,1,mic-1.0
3187,7,27,1928,7,27,1928,1,1,16,4,5,1,1,mic-1.0
3189,6,6,1937,1,26,1938,0,0,7,3,6,1,1,mic-1.0
3190,6,3,1938,7,4,1938,0,0,7,3,6,1,1,mic-1.0
3191,10,2,1939,10,2,1939,0,0,10,3,5,1,1,mic-1.0
3192,10,5,1946,10,6,1946,0,0,15,4,7,1,1,mic-1.0
3193,8,9,1946,8,19,1946,5,5,16,4,5,1,1,mic-1.0
3195,4,-9,1951,9,28,1951,0,0,15,4,3,2,1,mic-1.0
3199,7,31,1951,7,31,1951,0,0,16,4,5,1,1,mic-1.0
3200,4,28,1952,4,28,1952,0,0,17,4,5,1,1,mic-1.0
3202,6,8,1952,6,14,1952,0,0,7,3,5,1,1,mic-1.0
3205,5,20,1954,5,22,1954,0,0,15,4,7,1,1,mic-1.0
3208,12,14,1953,7,4,1954,0,0,16,4,5,1,1,mic-1.0
3209,10,2,1954,10,2,1954,0,0,7,3,5,1,1,mic-1.0
3210,9,10,1954,9,10,1954,0,0,7,3,5,1,1,mic-1.0
3213,12,25,1955,12,29,1955,0,0,17,4,5,1,1,mic-1.0
3217,1,19,1974,2,17,1974,21,21,17,4,5,1,1,mic-1.0
3218,11,28,1955,1,30,1956,0,0,7,3,5,1,1,mic-1.0
3227,9,24,1974,10,5,1974,0,0,17,4,5,1,1,mic-1.0
3229,11,27,1948,4,3,1949,3,25,17,4,5,1,2,mic-1.0
3231,8,13,1959,11,22,1961,3,3,17,4,5,1,1,mic-1.0
3239,7,10,1816,7,27,1816,0,0,16,4,1,1,1,mic-1.0
3245,6,-9,1862,12,-9,1863,4,20,17,4,4,1,1,mic-1.0
3247,6,24,1871,12,31,1871,2,150,16,4,1,1,1,mic-1.0
3249,7,-9,1891,12,-9,1892,0,0,14,4,3,1,1,mic-1.0
3254,8,-9,1912,11,5,1913,0,0,10,3,3,1,1,mic-1.0
3257,7,6,1921,11,5,1921,0,0,14,4,1,1,1,mic-1.0
3259,3,-9,1921,9,-9,1921,0,0,14,4,1,1,1,mic-1.0
3260,1,20,1926,1,-9,1926,0,0,1,2,5,1,2,mic-1.0
3263,10,26,1942,6,-9,1943,0,0,14,4,5,1,1,mic-1.0
3264,11,7,1944,8,14,1945,300,600,17,4,6,1,1,mic-1.0
3265,6,5,1947,6,26,1947,0,0,17,4,5,2,1,mic-1.0
3267,1,29,1973,1,29,1973,0,0,8,3,5,1,1,mic-1.0
3322,5,13,1876,5,13,1876,0,0,1,2,5,3,1,mic-1.0
3323,5,-9,1876,5,-9,1876,0,0,7,3,5,1,1,mic-1.0
3325,10,2,1902,10,2,1902,0,0,7,3,4,1,1,mic-1.0
3326,1,6,1853,3,16,1853,0,0,10,3,5,1,1,mic-1.0
3330,9,5,1911,9,5,1911,0,0,7,3,5,1,1,mic-1.0
3340,3,14,1919,3,14,1919,0,0,16,4,5,1,1,mic-1.0
3343,8,1,1914,8,1,1914,0,0,10,3,5,1,1,mic-1.0
3344,8,17,1914,8,17,1914,0,0,1,2,5,1,1,mic-1.0
3348,12,-9,1915,5,10,1916,0,0,14,4,5,2,1,mic-1.0
3352,8,21,1915,8,22,1915,0,0,11,3,4,1,1,mic-1.0
3360,10,18,1960,11,8,1960,52,200,17,4,5,1,1,mic-1.0
3361,12,-9,1961,12,-9,1961,0,0,7,3,5,1,2,mic-1.0
3362,3,20,1926,3,20,1926,0,0,17,4,5,1,1,mic-1.0
3364,3,14,1939,3,15,1939,85,125,16,4,1,1,1,mic-1.0
3370,11,2,1950,4,4,1951,8,17,17,4,3,1,3,mic-1.0
3372,9,19,1951,4,-9,1952,3,3,16,4,5,1,1,mic-1.0
3373,1,25,1953,9,11,1956,84,108,17,4,5,1,1,mic-1.0
3374,11,24,1952,3,25,1954,16,184,17,4,5,1,1,mic-1.0
3375,3,19,1957,4,28,1961,8,80,17,4,5,1,1,mic-1.0
3377,7,23,1963,7,23,1963,0,0,17,4,5,1,1,mic-1.0
3378,4,22,1964,3,3,1965,1,25,16,4,5,1,1,mic-1.0
3379,2,19,1966,2,19,1966,0,0,4,2,5,1,1,mic-1.0
3380,10,25,1973,3,22,1974,5,125,17,4,5,1,2,mic-1.0
3381,10,15,1975,3,6,1976,0,0,1,2,5,1,1,mic-1.0
3382,11,14,1977,11,19,1977,0,0,8,3,5,1,1,mic-1.0
3383,7,3,1979,7,3,1979,0,0,7,3,5,1,1,mic-1.0
3384,1,20,1983,1,21,1983,0,0,7,3,3,1,1,mic-1.0
3386,12,23,1949,1,7,1950,2,200,17,4,5,1,1,mic-1.0
3387,8,8,1970,9,20,1971,1,1,17,4,5,1,1,mic-1.0
3400,7,12,1950,7,12,1950,0,0,16,4,4,1,1,mic-1.0
3401,12,28,1951,12,28,1951,1,1,16,4,5,1,1,mic-1.0
3403,2,26,1954,3,24,1954,0,0,17,4,5,1,1,mic-1.0
3404,4,6,1954,3,28,1955,0,0,16,4,5,1,1,mic-1.0
